id,tabular_only_predicted,CNN_PREDICTED
2787310130,271326,437530.5
4358700100,469087,579974.1
3121069036,461476,627126.75
1959700225,680915,573665.1
3205500230,363571,492622.3
7974200937,468761,474343.34
6819100111,896863,792569.25
6146600175,168192,293854.44
1525069095,825700,975768.1
1231000510,351789,282467.12
4122700040,838132,687274.6
2426039314,307878,456809.72
2013200390,241013,430890.2
1854900330,613302,753832.3
1923300135,548450,572679
582000135,554558,548964.94
587800130,247430,447202.44
7840800135,162036,380653.9
6116500366,315021,506941.2
6392002635,543470,583919.56
5361700020,350797,526910.3
106000395,444668,500525.1
7199330390,363994,447721.78
2484700155,520322,614817.56
4038300070,399062,456172.38
9407101850,331477,461479.16
293610040,721330,918728.7
7202360760,782811,979039.9
5608010750,1077448,1324883.9
7236500025,306709,474346.06
9144300120,341479,547780.94
1454100267,404730,500265
1377800135,555621,541625.3
7967700570,222006,365927.1
1562100220,643331,654381.3
2923039243,546763,681838.44
868002080,710320,850305.2
7137960460,241880,432272.3
1023089096,291728,414507.5
3262300818,1794077,1235688.5
8563050110,532692,639499.44
7137300245,456455,459318.94
4365200630,392237,516848.06
4100500070,1890600,1458036.9
3821400200,233954,416979.97
5379803386,234658,409444.78
4237901075,620434,605689.9
8118600155,342439,433162.84
8946780080,783834,1049397.4
1428000970,392435,511022.44
7011201004,736740,705354.6
2799800180,359034,572514.6
522059130,270465,419557.62
4315701163,530889,606200.75
3649100387,454801,617158
2125410210,427993,576320.25
3224900130,226638,353241.47
6798100661,314167,471860.9
3626039325,1104211,1088412.1
8730000270,483989,523255.78
6065301040,880761,822867.8
1665400165,213464,369782.84
2203500140,367542,428799.94
4058800875,356296,515662.5
5076700025,426024,418714.22
7853420110,584803,717739.8
7818700480,353677,368543.94
8658303080,280052,465315.12
3187600100,545538,532919.06
4077800518,353497,460903
2470100110,4939428,3928252
3451000206,336167,504707.72
1843200350,200678,340604.94
7904700126,430730,476358.4
9430000070,258497,410401.78
6003500749,552690,575014.75
7701990700,812008,1028995.1
1310820150,287081,506260.94
3975400190,610221,582741.8
4100000050,716909,566436.4
7202270700,532566,613443.56
7370600020,681310,787770.56
126059225,418233,652294.06
106000015,420529,468404.12
4458800060,808295,800133.44
8944290090,230111,388595.38
8682250330,571981,689519.25
9834200390,440602,491285.66
3275880100,708908,814240.3
7227501190,234206,371408.97
1796100010,561857,827829.75
3831200210,291333,468957.47
2521039066,256051,425667.53
7701800050,354639,609446.3
3904960910,592498,707875.6
5647900670,241528,393679.9
7234600796,520812,553825.9
3021059244,222905,355066.66
7787400030,1529510,1143575
2051200436,446176,773988.6
8820901415,334850,485572.66
3523069047,702865,986856
9194101388,499185,586280.44
7277100610,258851,465346.2
9471200370,2121243,1426469
2767800140,778983,723210.5
3629870110,500276,544936
9136102057,567421,596763.2
8648900060,478346,525009.25
3678900110,392604,426681.2
2767600150,429128,525145
1972201511,627259,568873
6055000430,425790,770858.7
6624030050,351409,525182.56
2215450150,300040,521767.84
2767603824,431405,496078.03
3585900460,736976,1089104.8
2922069134,405008,526187.2
9267200062,399904,515959.12
7228500425,512353,544189.25
1089000190,933495,791606.9
3359500960,465491,456047.97
5152100160,355224,588713.1
7230300060,311943,501492.16
2423059067,406085,574372.94
8016250060,230405,398058.88
2524059267,904112,1046188.75
1438000440,413264,631591.06
3326069026,634640,717913.06
9353300600,302983,314234.2
8691410060,646993,796292.25
6332940070,551960,719869
1310980110,277907,495100.62
7428000120,193177,349944.75
3626079040,866300,829986.25
2722049077,272495,478529.38
984220290,287197,433690.28
5347200160,307486,401128.84
4154303655,457412,550336.25
2953000250,257174,429406.4
9523102447,667994,642217.25
5104511840,381138,601879.2
3448740250,395373,562387
4219400290,1090784,834032.1
5152100060,532161,895813.1
3279000460,209203,363574.9
1102001274,840440,813330.75
1251200155,1086200,1138192.5
2025700740,247869,390822.7
3820350050,365453,572232.44
1245000438,726038,709476.7
7853230200,480466,564441.7
3832200070,242094,441484.72
2926049400,436110,600550.1
1246700251,848747,970421.8
6372000155,554479,562982.1
7950300670,348982,405967.97
7518504130,540963,594344.25
9286100200,411183,498259.53
3992700585,422147,586384.44
7234600786,764169,781449.25
5476800069,350877,585253.6
1126059201,1103347,1889959.4
9527000090,529498,608890.3
402000115,249893,401998.2
8818400450,997793,914337.4
2475900840,195450,337258.25
1437500015,155288,387718.78
2848700095,478091,506225.22
1529300135,348944,428335.66
2597520090,652782,741391.8
7812801125,218083,341241.56
3343903647,467342,564421.8
1951600250,199106,329456.3
9542840590,252273,352548.2
8081010040,1042209,1139192.8
3262301355,1093783,874651.94
1861400068,572997,464991.28
3295900490,374702,566110.75
4345000440,235247,359823.66
4219400465,961726,785351.44
3797700030,257343,390112.2
3204300860,682892,637381.75
1930301555,500640,490133.03
8807300130,331944,389761.16
4391600035,300451,415580.97
5021900140,1483208,1235888.9
2946000590,243723,432725.2
686400210,518496,580865.3
3365900462,231154,434289.2
8682262170,423416,529315.75
7312400325,330339,394252.5
3760100100,411419,550217.1
3579000410,444142,648454.75
1773100755,435811,847862.2
7129300175,383950,491964.56
6303400965,258450,411590.2
1328320440,331782,484789.75
3686900025,200814,388036.9
1221039066,321969,657257.75
7950304095,320308,378167.75
3585900785,837618,1132545.9
9455200329,548574,606239.5
629410130,727449,848829.8
1994200375,533670,608089.5
6669200370,783549,701007.75
7262200150,235901,365249.3
7504010750,555375,694842.4
5253300173,317303,483034.22
3395040200,289860,419546.8
322069109,396601,535463.25
4054510270,1092749,1648759.9
1710400005,570346,560593.7
8644300170,651975,764228.4
2450000290,974099,838242.44
6102400166,745019,992540.8
1934800087,439060,461616.06
3333000775,254866,371119.34
5393600509,295444,372612.38
621069039,318226,466456.53
3343903611,577276,794840.8
2954400020,1113131,1598206.6
7972000010,197030,111530.33
7214810510,464877,699729.4
5561300540,440613,593894.3
2634500070,442367,591344.3
6822100310,696317,699834.1
9201000100,674219,738262.7
1072100085,323356,526326.25
6190701146,470602,686829.06
3277800845,336067,380652.8
112900020,340330,545160.56
1324059048,632915,632398.1
7979900126,377202,548321.9
7199330370,420551,478447.25
6381500720,512333,671456.4
8078550190,274099,426309.44
7853440140,815776,968081.4
6300000396,391219,470407.4
3374500250,393769,597433.44
3343901188,284764,413097.1
6979900010,786637,953479.06
7199340320,510011,588750.2
1112000125,309113,411248.06
9269200150,362091,475853.5
5104510210,269694,397396.6
925059219,625711,655753.9
100600320,170923,307736.06
1789900080,235102,389667.12
2123049142,277180,484730.56
2459900040,574118,830301.4
3902300450,580698,663275.56
7250000065,242670,482932.88
7823700005,322077,434494.66
3750605247,220859,352193.97
2771601730,578744,500079.44
3298600440,326901,593662.75
9141100005,735496,928199.5
8682262190,460354,538902.8
9407111250,277529,350836.97
1336800010,1275565,1120920.6
2255500060,690086,659395.5
7950302345,279263,378591.38
8658303585,269974,387519.53
9184700600,1021586,875252.75
8068000440,312128,473097.78
1310000130,275922,439045.7
7853221330,590228,869707.9
1222029077,262291,324467.38
8562891100,359528,546286.8
2517000260,370148,623360.7
2225300149,376328,581856.6
8651410330,202679,292112.6
2413910050,581196,648514.1
9407100720,296527,416033.03
2112700920,337701,431699.25
3761700251,828262,869887.06
1036400100,594384,669932.8
3585300365,613480,812750
8562750060,794222,964287.9
2719100042,459378,586110.44
952007055,370365,402394.4
925049318,556723,526487.4
7203220260,920900,1172996.4
9320990140,255409,424896.53
8567450140,548169,815404.4
5379800810,211543,365118.34
7784000100,471123,644678.56
3992700475,400491,537473.9
7905380280,405362,539029.75
943100683,343773,486064.7
8029770470,540505,720257.7
2818600060,1250683,1289952.9
1226039124,417901,572243.9
726049184,291165,471238.1
795001930,254435,400216.38
339350150,740765,774534.3
1332700270,322555,447064.28
7548300170,457895,657702.3
6141100330,452168,572293
647100096,638035,589221.5
6744700423,568540,676669.75
2895800750,322223,434228.72
4046600220,381881,508971.9
8809200070,343699,481630.34
293700110,759760,1226239.5
4178500440,269770,371938.53
4358700164,314128,412119.66
9197100263,227338,400813
2426039313,336154,456728.25
9468200163,575317,623141.3
475000190,534681,515669.38
7504180170,380729,490739.66
4036800170,461266,513403.3
2561330040,436964,500861.25
4123400340,457190,507349.4
524069115,831146,832345.25
4047200850,309532,561668.8
8651440230,242121,380658.62
3905030140,492019,594017.8
510000641,674698,601699.56
8663370020,402881,518787.8
2883200760,695972,650279.75
1980200384,1090651,1185068
9468200140,491715,510887.47
1796370150,254411,411752.34
9238900085,534330,618110.44
9191201325,610374,542728.7
2538400060,971126,1115421.4
3758900037,1061542,1017191.3
2472920800,385415,594286.44
321030150,322582,487395.03
2571910100,284017,425335.6
1423910670,261212,447551
1118500030,757470,1012828.56
1939000010,645094,774812.8
1776460190,475913,661687.2
7504400290,604221,791237.06
3448700070,362872,543734.8
7518501025,590702,596692.06
923059252,413371,653816.2
1431700210,242680,395815.6
8635760480,511229,607371.4
9175600025,1456170,2591660.8
7922720250,565185,615836.3
8944360390,462364,539339.3
8948500065,239179,364855.22
8669160310,271996,405423.97
6117502745,403718,591497.75
1789800020,273041,546860.75
226039186,288106,495285.75
6457000080,265409,432903.9
9557300080,524265,577008.8
8562790480,616306,683204.7
6430500008,483638,475754.12
1604590230,753764,894908.9
9542850290,801186,719589
7831800395,319266,402897.44
3317500030,910420,846105.3
624101110,720394,958292.3
3654200039,426578,480091.3
7856000150,695209,704627.1
4338800685,280893,458201.53
3211230300,360142,558316.56
3904910650,539425,585702
3598600088,254651,483238.78
3796000400,352325,401148.38
7972601280,520277,672687.6
1450300050,251711,421801.88
7504050090,761899,968315
9202650130,472880,559605.5
2419600075,393499,517059.06
1224049005,851279,679747.8
7129303240,355940,532401.94
1922059135,213349,337202.28
7852020250,562881,780348.56
4139910180,1342799,1766730.2
4222300040,224629,395367.38
1024069027,884607,978366
8944600620,625467,530892
5040800060,752173,697211.44
1036400200,575700,710947.8
7899800915,254440,341174.53
3325069025,493895,537691.75
9408300310,584531,752944.25
1773100604,412216,494748.5
5451100490,949864,1237653.4
9536602080,196060,329922.9
9828702055,365261,388936.47
3362401758,440997,525089.4
476000333,382144,468102.7
4364700730,316625,435423.4
5559200020,275373,402173.8
7522600110,247116,402478.06
104510440,208142,371083.97
8820901275,651634,721613.5
3298700125,250741,363742.75
323089172,401734,559608.7
5364200477,584723,529617.7
2222900082,379612,623300.6
6641800020,547082,833485.1
9358001422,374997,431892.78
3438501150,298184,392353.47
2206500430,480043,482869.78
9272201318,607185,551299.1
585000095,634666,639165.3
7708210050,491153,750700.06
9407000840,299129,396151.7
4027701265,512770,732664.2
8644210050,741467,921433
8656800020,353688,513952
3329520170,210975,340499.72
5104520720,269290,424980.4
3806000005,162810,301461.72
2330000015,800906,721497.25
1447600410,251943,423208.12
8641500252,405191,496042.53
6084600420,233516,435544.28
441000115,362557,435542.6
2597490030,577711,659448.3
650000030,681803,493596.22
3585210200,377073,509655.8
5416501030,416668,640744.75
5406500170,625626,678186.7
2916200065,477688,567914.7
3330501975,457453,582062.56
1774220070,502444,772050.5
8731730710,230518,351492.7
7861500150,334693,499322.22
1402630190,358280,551271.25
9117000230,270847,427583.88
7133300380,625324,613293.8
4232400470,667268,610989
1773100972,360460,417809.94
9413400165,269561,369234.53
7658600025,393260,467397.44
6909700040,861331,882999.5
1402900380,254492,456396.03
6625910100,519347,624099.44
3204900010,619405,856321.44
5162100820,292393,527319.5
5560000480,166173,292866
1704900303,420377,561384.44
8084900170,1654320,1046611.9
2887700091,723941,713880.1
4331400190,274372,431508.7
3762900130,399735,464487.34
52000067,576126,494615.47
5430300120,980487,862811.4
8956000460,557938,613520.8
8856950310,250416,359332.25
3364900156,435639,380284.16
9310300211,353863,502432.34
6448000020,1579241,822839.56
123039570,369120,544090.1
7600065,486938,544409.3
3123039171,374146,604724.9
8964800445,1622014,991279.8
7857000732,417489,496779.66
7525410090,518160,632421.6
9541600350,886243,679060.4
3186600515,835963,730183.06
4123820450,296053,473059.44
2505500030,989474,912781.3
1541700240,314088,509416.25
6629300120,397387,550301.56
7399800150,441626,620447.4
9517200180,350285,520811.34
1313300340,516623,756022.44
7967650010,356366,605659.9
8807810090,369039,435219.56
8815400670,730245,694203.25
2310030500,263387,399090.1
2241700075,297756,479152.28
2287400030,296595,482040.22
2827100075,294629,458509.28
1310700390,271907,563845.6
5498100010,500862,642958.2
723000114,1333921,1151626.8
6431000987,451551,552816.94
3356407665,210057,343024.38
7852110050,476157,617492.4
8677900123,473836,569706.94
1917300260,210368,327907.84
3396800280,557636,678556.06
8691420050,810068,1006043.6
9368700006,264259,464052.12
339600290,409932,438456.56
1592000250,530726,700621.44
1471701780,323771,463850.34
8928100205,602741,610062.7
5029450100,196140,354715.7
5493110080,1958014,1799997.6
7883603750,311534,449565.84
1732800175,758245,704479.3
1518000290,368194,546764.25
8604900017,575284,573370.3
5379805160,241525,477870.4
1254200835,528092,593897.75
3179100482,473090,457867.38
3313600266,214838,320722.06
976000879,622898,558598.8
8819900220,734160,595217.75
2130701535,279964,514669.56
1176001124,534497,537554.9
7893805650,222422,423660.4
3885806840,895957,745243.2
3625600190,1007519,1018403.6
8562790150,665965,815613.56
7348200115,221068,372679.2
955000453,461623,442696.84
6817810310,346074,435493.2
4040400340,458554,497238.94
1644500050,730388,981770.06
8029500100,303144,556180.2
5244801230,713652,641239.3
1115100119,381985,614280.7
9542400010,957858,712011.75
423059387,663491,806144.44
4023500990,322167,535835.1
7899800857,278850,452632.75
2976800796,236139,379887.62
1074100020,305621,487839.6
446000010,525592,546778.9
7942601200,436136,437721.25
3575305495,735077,898700.2
8691310040,739119,943562.2
6117500430,659079,1006603.2
3924500130,501156,641877.44
2028701075,453348,472085.97
4330600360,213088,373878.16
1324079082,368336,549837.9
9268200484,611569,718435.6
9828701605,558601,541946.7
7518506715,850783,918603.4
5315100277,1048765,1067688.1
3942900115,422541,530972
1561930020,410978,721225.5
9510970090,626540,674391.75
6163900821,351381,542034.56
9510300220,506220,706702.6
3869900146,252880,346303.1
9262800208,553549,933884.75
2522029039,770288,814849.3
6865200095,666806,597622.6
3782760040,512570,717685.06
4237901250,627759,565727
2891000610,226015,352804.12
2749600095,539956,475077.66
5422810010,314395,500173.88
3629980350,700031,771732.5
2459500070,254484,403137.66
5113400364,611104,585027.6
7533800885,687342,688995.4
629410190,709298,815409.06
8651431100,233057,308468.3
7960100050,532014,531152.8
1842200040,446652,480473.78
425200205,237649,377593.66
9477201470,351946,475100.3
7905200365,489827,479394.97
6381500635,283996,445875.47
6052400175,293313,534672.3
1236300268,464414,491197.12
6072800265,1572284,1240586.4
3423049311,218017,334351.03
3755100540,350539,511947.3
7852150120,356837,467491.06
4180300050,298581,666658.8
7625701935,268725,334418.3
7132300550,396788,425072.44
3025059093,2764403,2105207.5
8161000220,418352,614593.6
7852011020,489158,652436.5
2599200160,289213,490334.06
5536500020,582684,774210.9
2095600150,251111,417770.1
8910500226,484648,617273.4
1681400010,788454,777657.75
1424069110,648068,703660.1
5127001620,295725,426152.53
7940710070,450123,562153.25
2413300980,292168,502788
7853400250,590618,605693.4
9542801310,278842,502000.3
1890000169,462142,510909.88
2720000120,274547,403945.84
9424400105,496269,546369.1
7888780090,231383,439103.9
3501100280,394936,417265.22
3905100220,451431,531536.44
723000150,941045,732601.3
8691310980,670960,854712.56
2297400250,449456,615067.4
2892600056,252236,383059.6
5273200080,440708,494333.94
5145100460,465015,582069.75
5561401260,525312,684074.44
7732650040,953077,1004472.4
7504101280,827916,1140932.2
8581400345,247567,395500.88
7129302800,454894,566115.06
9551201560,543889,514513.03
1546600020,700937,651465.94
2648000071,291084,413010.44
3339900640,188390,388314.94
7853301240,442791,544674.2
943100262,226100,369816
7202430150,849506,860115.9
3558000120,303858,456369.03
3890600150,487953,529360.2
7452500315,241435,359424.8
7173700591,594674,654362.6
438000015,667134,719444.9
928000020,405103,603657.75
3830700010,389736,613770.06
3845100640,300806,564196.3
6675500112,371855,481676.28
1773100920,413867,479393.16
9485940330,356682,541350.56
5561000600,469846,573118.3
1786830090,572350,631889.9
2011000020,244547,398709.3
8024200681,401584,532687.4
5452301810,1688115,1518916
5515600075,276242,401203.47
357000135,1052767,1042132.94
2541100010,583445,683487.5
1090000036,681074,748669.6
3459100300,381510,618984.06
2450000295,875838,759860.6
162500015,386343,659635.1
2592210290,726171,757337.25
5101405265,494602,580873.6
1122069019,549522,780305.4
7501000220,1005070,933217.94
1310900140,304595,537501.06
3298700941,219702,348924.34
1972200382,406632,465253.88
5100402764,447646,473487.78
2623069069,675222,795987
6372000280,531236,535941.44
4305600240,420208,594504.06
2767602094,466579,537020.94
2500600289,216404,345241.97
7203160090,801307,938788
3521069146,496001,671816.4
824059321,1314820,1171410
9348700610,814376,1030557.6
7228501745,436107,474944.47
6021503656,428198,522520.75
5437400630,506986,563004.7
2207100740,471868,439914.97
7202000220,404464,492393.1
629811340,624972,782664.94
1324079029,261211,412129.1
418000010,198863,294368.56
6303400290,231711,348271.44
4139910030,1342906,1364619.1
3023039066,328604,458433.62
8698600395,210749,323775.6
2799800710,351459,539214.3
7351200050,1281108,1131125.4
8564860270,495856,400644.84
2591830020,391988,573636.1
4139420430,1364143,1699315.2
9828201725,427889,444106.25
2420069604,240217,362024.84
7224000315,155074,305985.47
3861470120,1839129,1357091.8
3222069151,291960,410060.62
3869900155,321168,389601.72
123039346,299706,421054.34
305010050,654452,709668.9
2141340040,673565,675438.3
7504021310,640009,743674.1
2436700315,492729,513580.6
8732750100,337423,609004.75
3298201290,327960,366445
9241900150,1067821,929134.75
1180005220,206572,346101.72
5540000050,280140,480554.44
9211520400,209081,386361.22
2623029078,403780,651367.8
7132300695,381507,509309.84
6430500219,403259,447796.5
6084200100,346053,485411.53
7140200280,255952,436000.16
3904910610,584762,629732
7625701900,448223,493658.84
9432900560,304349,460939.94
1388600110,227213,349806.62
9126101201,376358,375329.3
4224100030,373943,633009.3
1109000390,428057,623901.9
3336000296,234814,369187
7504100590,706210,917218.56
2025701060,226755,371314.78
7527410080,577545,703278.44
7304301045,288706,434808.03
2591840050,442265,685683.75
2767602490,469170,474242.03
5494000040,1041055,747907.44
2473251090,245931,408197.16
3825500080,534984,711014.94
2309710150,289669,449455.7
8901001335,682775,738292.25
1781500435,486364,275170.62
8835220200,332078,454936.34
4037500335,454096,524507.8
1338300180,1332371,1157911.8
7968000120,244348,454561.22
686050100,975758,881075.75
1180008315,227689,371134.22
1657300280,402867,670998.06
7856600170,675313,698313.4
4154303125,542657,601416.7
3295730050,568263,633867.75
1777500090,657340,712837.25
203600470,601424,789519.94
6673050020,352783,592853.1
8731980680,284462,503695.06
2273600260,491873,540168.56
1000102,275956,277384.9
4197400005,434378,649400.4
3378100100,247798,388876.38
7856620210,727583,742023.5
9275700765,858396,861641.25
1246700136,419424,501247.34
4239400740,169515,307273.3
3306300630,175378,313644.38
2524049056,906271,964145.4
2023049245,226025,406729.84
3210400340,236022,414381.8
2621760350,286853,465800.4
526059183,387658,626201.6
8078460050,578403,703970.25
7504110050,605648,745146.56
3876312840,408549,542262.06
9268850350,337935,429835.8
8085400490,1151587,777524.25
2722059185,368243,544654.44
3644100101,333465,398962.25
1321700030,675977,1186718
5608000630,1218151,1598240.1
825059349,1392394,1087274
6083000071,202556,364737.62
9164100105,513605,522106.3
1425059145,417398,456848.06
5210200184,510249,572632.56
9477201370,423777,549748.2
2927600630,801220,1113582.5
2619920170,815931,768594.8
1560930450,548965,738224
2896000510,572670,634467.7
3034200067,707840,789595.25
4025300360,385771,542506.2
3362401295,492208,494267.47
2391600555,376185,406394.84
7550801170,484618,516816.5
5347200175,273676,364614.5
8910500471,511633,554668.44
7199340560,461926,530091.2
9266700175,432616,450615.78
808300270,447129,642317.1
2487200875,418580,550607.1
8728100781,366703,431868.9
5379804888,264920,412653.72
6619510060,436833,663651.4
5416500680,410548,655823.25
1862400087,438486,521970.9
2126049277,397451,555858.9
4137000070,279296,470553.22
8081500060,2074815,1471924.1
686800065,742416,674514.56
5561100180,515419,717967.8
798000342,268900,481045.97
5603700095,536788,526902.25
7151700585,1401281,1141452.5
8129700565,621241,601057.2
2782100260,657891,693015.2
7011201106,464000,386703.28
2423069084,504293,629590.25
8141300300,294055,449206.72
6601200040,243548,427986.53
290200230,634501,692597
1423900220,234386,381269
7303200450,243706,364151.62
3755100220,368554,495143.12
796000235,234218,362561.1
7237501040,1011468,1344354.6
7203220400,799697,993230.1
9285800275,744490,804405
2061100435,557042,525374.9
6414100025,636390,784906.6
5317100750,2173695,1777838.1
6145601000,427409,533176.8
5634500775,514876,724780.6
7375300160,601935,593749.94
9558050360,494137,768339
4151800420,381622,406534.38
3751600146,213160,331753.2
5302400080,605815,804062.1
357000005,584775,585570.2
7283900306,462448,651321.8
3738900105,320885,481444.8
6822100305,617349,618619.4
7436000205,533448,536883.7
3295730040,571640,628467.9
1526300015,428002,514058.38
3294700101,233827,384736.38
8864000970,210629,365779.84
5469502700,348456,581739
8078520310,241109,351638.22
6154900130,336492,413210.56
8945200830,179170,296226.97
1085623630,347700,615421.8
4013800131,190314,394509.4
2287000010,537194,612597.6
546000930,546371,652131.7
4051100390,254528,358461.53
7203100120,598625,682625.7
7523850150,251119,469707.62
3826000665,311098,501354.44
1311800560,211567,358242.8
2877102180,490724,489040.94
3221059044,580728,998082.25
9169600110,438184,532670.06
9510920040,708360,859743.5
8813400155,870782,850176.25
3896100130,1026511,922817.2
2568200740,700110,877930.4
1217000340,246506,312281.28
6430500086,430740,439766.47
5634500234,554776,649774.56
825049073,494543,479325.5
2391601445,1095752,1048393.06
7881500330,498853,528834.4
1721801591,177200,290070.78
2473390710,309563,439182.62
5634500891,389106,510204.34
5515600163,376511,624393.56
2560805630,229741,405659.12
8078350280,575952,611036.8
9477201060,399639,510555.28
8827901350,758015,632640
3560800040,374915,414783.53
3034200370,538937,667534.2
1328300040,310461,498623.16
2483200010,572385,655708.2
6071800480,427226,452916.88
6200017,180922,342232.97
8149600065,817539,819927.94
3362400615,447794,491098.75
7518502945,488704,527786.9
8001210120,240703,422527.38
8682280340,497203,539774.1
3623500408,2075426,1839991.4
3764650070,477688,621551.3
7937600380,345789,520935.53
923000580,819365,929645.25
217500005,450396,632997.25
5419800510,243548,385488.94
8562901250,552683,617797.5
2212200100,288780,377243.44
2310100240,334186,497398.78
8582010240,533435,650524.1
8651410670,204861,306171.12
3330501645,286164,363619.28
8113101232,337409,439011.38
7849202190,334212,408660.28
1864700300,274097,428262.94
5231000060,273977,407425.53
1565900070,222027,323225.8
7555220140,696594,663745.06
7518505160,474013,477184.56
3322049005,610429,979204.25
808300550,448660,618529.7
66000265,369721,434526.16
2880100675,393947,405106.28
1524079156,353538,462785.47
3625700010,1239797,1412298
3259400024,317442,379809.38
3205000310,330495,455350.44
807800190,271121,450054.47
2783600210,435182,576320.8
9290870040,829326,996818.06
2561360120,423793,517398.44
8857100180,462125,502649.9
4388000070,215083,363109.2
3860900003,857614,728386.56
1176001119,543074,543768
6084600330,227854,369095.8
7985000100,222343,384814.56
8026200080,327222,521887.28
3210600010,676045,562241.7
7558300170,550853,676129.2
7852180340,434913,559178.75
524069011,582047,667351.5
3361401011,177152,294886.97
6117502455,251293,414511.47
5602000025,217802,315141.44
4142450490,285405,413866.03
5306100255,361352,570117.9
1795900120,509214,666372.75
1193000280,869325,818342.9
9238480120,504354,765164.75
3630200780,763936,1066653.1
1250201130,529354,547316.2
7796000095,1190039,1028671.4
8635760040,465515,552899.2
9476700135,330365,459049.2
5249804510,451779,533507.94
40000553,228220,409614.66
3204300625,675398,679963.06
2596400050,389751,604822.94
2724069103,347607,428002.84
3744000040,421708,643207.2
7525100590,497314,534312.44
3705900292,444450,620488.25
6169900790,1838413,1645660.5
8127700735,935454,976754.1
3761700067,1489083,1190816.4
6065300570,885827,841035.44
4022902050,476585,722468.06
3886902590,633302,560724.7
4107100190,1860342,1354916.6
2909300150,592055,710186.8
384000135,396742,505164.22
1005000036,292426,506474.4
8856970530,296089,423750.1
3448900320,538319,692964.3
6713700100,358031,581945.44
2260300060,2603241,1418403
7273100026,597721,742491.4
1277000020,995806,950200.25
2620069113,302869,442536.47
4166800080,289035,549601.94
8731902680,234282,463361.34
2599200830,234120,369214.47
7569500010,718878,642904.25
1825069031,797753,531766.6
4443801495,546792,633029.25
7805450110,684785,731026.8
3345700207,545735,683581.4
1560920450,726100,1107277.4
3629950010,415611,508326.75
3782100035,266903,475799.5
5561400340,737174,988295.1
1898310110,233731,454166.47
2122039094,719150,1106503.6
631000040,465451,501472.06
293000145,340843,414063.44
8121100015,353867,379693.12
3205200430,320984,448867.12
2475900565,240333,394015.34
1651500040,1879265,1262706.8
3955900500,390970,583228.3
7907600100,324446,454076.8
3123039136,268107,430803.5
3972900735,278070,454747.66
1424059130,414695,496816.6
6792200282,223576,395591.44
910000104,267967,437723.75
3751600784,288868,474007.8
946000295,383336,484706.53
7749500070,306322,490896.94
255550070,391074,557755.1
5151600340,269571,471022.88
5415300060,495450,735841.9
287000110,562266,638228.5
7585000110,223799,330198.66
8121200460,482062,630420
6891100090,837023,1087299
7575600100,280819,507331
4240400140,561587,611021.7
4046500510,356666,490897.4
2944010240,1002423,1443800
3449820380,579072,703199.94
7203102140,381625,450233.47
8665900291,553205,823811.6
1775930010,408972,600115.56
1118001631,1268585,811414.06
8911000445,364230,448087
117000100,597559,558014.2
9284800085,447119,592967.9
2795000080,469696,710769.5
123039207,331014,480279.53
1312200080,216356,378512.7
1236300290,1128565,1253883.1
7549800168,481320,548041.7
6891100260,802416,1045240.4
6072000910,635905,583786.44
3226049184,434073,470493.1
1442880320,476070,644794.8
23500190,540248,632487.4
6021502070,486805,489493.06
4168000110,187348,339334
792000006,200760,348259.47
9558200210,233777,369556.88
3840700757,662706,743046.06
3876311650,603961,797391.06
1328320800,318131,481056.53
5006000170,229583,359703.6
7575600430,242060,434391.06
7686202580,215147,333437.78
2524069097,1441742,2473463.5
4292300024,390095,529771.25
2726049071,311672,425472.72
3526039019,695626,797475.5
3300701365,441425,508163.88
1274500170,225923,332854.47
7282300095,248327,436905.9
8562740440,613611,696224.75
3761100045,2738660,2478509.5
2877104265,921603,864250.9
7940710100,503331,616769.6
6071000030,749368,799254.9
6448000100,1336865,1034143.25
2923500230,2030686,2371576
6751300375,427180,583413.56
7214810350,441442,659470.94
1088800470,586843,818040.1
7129300420,230096,383370.6
6149700405,322349,448829.88
9521100855,412519,476569.22
1861400116,761042,655528.1
2787460720,242005,199747.61
6073240060,572713,699240.4
291310100,384395,482491.88
1247100035,1011839,1037319.9
2626069030,1433282,3172182.2
1326059085,510293,704838.2
6447300265,3369627,2556339.8
8651401270,214087,301949.72
3524039209,882918,959263.4
3226069049,1003147,1388161.9
7548300425,418047,424401.25
1438000360,409332,628149.1
1777600900,716165,699469.8
5244800695,504248,458726.22
3387900390,267059,419779.34
1954700615,946892,790320
1026049036,284385,432863.47
1683500180,223403,382970.47
1939130420,569929,734460.75
2021200530,1019622,932886.94
993002325,434209,467249.9
2780900220,282407,371187.3
2540800390,463023,602025
2919700540,606483,608445.7
2787250090,535469,787887.75
8651442520,250166,410454.22
100600860,219734,343610.12
1437580480,869779,1214370.2
3886902505,549486,590362.2
173000140,462009,623147.9
5151800045,537929,862062.94
3010300240,515777,546311.8
2085200261,299355,421902.47
1839500065,249206,414239.6
1049010300,390738,527057.06
1328340540,269967,438776.97
8887001625,457881,597467.6
5332200320,702933,585524.94
7137960030,268234,441250.28
5468780250,291370,501934.25
2436200715,547716,520705.06
5137800030,273225,494995.8
1068000520,1118143,1084922.9
5379805121,327129,588731.7
7445000105,456298,430549.66
7942601895,715871,697562.6
1727850350,1473611,1238378.2
9407150310,321109,470104.7
5569620550,718841,807322.3
3179100480,474205,481416.34
3624039111,288814,362344
7844200050,260746,475527.3
